Unnamed: 0,Product,Type,Release Date,Process Size,TDP,Die Size,Transistors,Freq,Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
1862,AMD Phenom X4 9850B,CPU,2008-08-15,65.0,95.0,285.0,450.0,2500.0,Unknown,AMD,,,
925,Intel Pentium M 740,CPU,2005-01-19,90.0,27.0,84.0,140.0,1730.0,Intel,Intel,,,
3441,AMD Radeon R8 M350DX,GPU,2015-12-12,28.0,,56.0,690.0,955.0,TSMC,AMD,,791.0,49.44
2024,Intel Core i5-8350U,CPU,2017-08-21,14.0,15.0,123.0,,1700.0,Intel,Intel,,,
1411,Intel Xeon 7140N,CPU,2006-08-27,65.0,150.0,435.0,1328.0,3333.0,Intel,Intel,,,
3292,NVIDIA GeForce GTX 260 Core 216,GPU,2008-09-16,65.0,182.0,576.0,1400.0,576.0,TSMC,NVIDIA,,536.5,67.07
1592,Intel Core i5-11500,CPU,2021-03-16,14.0,65.0,,,2700.0,Intel,Intel,,,
2025,Intel Xeon E3-1245,CPU,2011-04-03,32.0,95.0,216.0,1160.0,3300.0,Intel,Intel,,,
1227,Intel Pentium G630,CPU,2011-09-04,32.0,65.0,131.0,504.0,2700.0,Intel,Intel,,,
3422,NVIDIA GeForce FX 5600 XT PCI,GPU,2003-03-17,130.0,,121.0,80.0,235.0,TSMC,NVIDIA,,,
2036,Intel Celeron G440,CPU,2011-09-04,32.0,35.0,131.0,504.0,1600.0,Intel,Intel,,,
3277,NVIDIA Quadro4 500 XGL,GPU,2002-02-19,150.0,,65.0,29.0,250.0,TSMC,NVIDIA,,,
324,Intel Core i7-2860QM,CPU,2011-09-04,32.0,45.0,216.0,1160.0,2500.0,Intel,Intel,,,
2927,NVIDIA GeForce GTX 1650 Max-Q,GPU,2020-04-15,12.0,50.0,200.0,4700.0,930.0,TSMC,NVIDIA,4608.0,2304.0,72.0
2208,NVIDIA GeForce GT 445M,GPU,2010-09-03,40.0,35.0,238.0,1170.0,570.0,TSMC,NVIDIA,,328.3,27.36
2328,AMD Radeon HD 6990,GPU,2011-03-08,40.0,375.0,389.0,2640.0,830.0,TSMC,AMD,,2550.0,637.4
3135,NVIDIA Quadro M600M,GPU,2015-08-18,28.0,30.0,148.0,1870.0,837.0,TSMC,NVIDIA,,672.8,21.02
3347,ATI Mobility Radeon 9100 IGP,GPU,2003-06-23,150.0,,92.0,76.0,300.0,Unknown,ATI,,,
1498,Intel Core i5-7300HQ,CPU,2017-01-03,14.0,45.0,,,2500.0,Intel,Intel,,,
1502,Intel Xeon L5518,CPU,2009-03-30,45.0,60.0,263.0,731.0,2133.0,Intel,Intel,,,
1006,AMD A6-9220C SoC,CPU,2019-01-07,28.0,6.0,124.0,1200.0,1800.0,Unknown,AMD,,,
2086,AMD Athlon XP 2100+,CPU,2001-01-01,130.0,62.0,80.0,37.0,1733.0,Unknown,AMD,,,
2585,AMD Radeon HD 7340 IGP,GPU,2012-06-06,40.0,18.0,75.0,450.0,523.0,TSMC,AMD,,83.68,
3340,Matrox Parhelia 128 MB,GPU,2002-06-25,150.0,,174.0,80.0,220.0,UMC,Other,,,
1467,AMD Athlon II X4 615e,CPU,2010-09-21,45.0,45.0,169.0,300.0,2500.0,Unknown,AMD,,,
1225,AMD Athlon XP 1700+,CPU,2001-01-01,130.0,50.0,80.0,37.0,1467.0,Unknown,AMD,,,
2319,NVIDIA GeForce GT 1030 GK107,GPU,2018-09-30,28.0,65.0,118.0,1270.0,1058.0,TSMC,NVIDIA,,812.5,33.86
2384,NVIDIA Quadro M4000,GPU,2015-06-29,28.0,120.0,398.0,5200.0,773.0,TSMC,NVIDIA,,2573.0,80.39
1216,Intel Pentium G4600T,CPU,2017-01-03,14.0,35.0,,,3000.0,Intel,Intel,,,
3776,AMD Radeon HD 6450M,GPU,2011-01-04,40.0,,67.0,370.0,600.0,TSMC,AMD,,192.0,
3323,AMD Radeon R8 M435DX,GPU,2016-12-12,28.0,,56.0,690.0,955.0,TSMC,AMD,,791.0,49.44
420,Intel Xeon E7-8893 v3,CPU,2015-06-01,22.0,140.0,160.0,1400.0,3200.0,Intel,Intel,,,
3250,ATI Radeon HD 4870 X2,GPU,2008-08-12,55.0,286.0,256.0,956.0,750.0,TSMC,ATI,,1200.0,240.0
6,AMD Phenom X4 9750 (125W),CPU,2008-03-27,65.0,125.0,285.0,450.0,2400.0,Unknown,AMD,,,
932,AMD A4-3400,CPU,2011-09-07,32.0,65.0,228.0,1178.0,2700.0,Unknown,AMD,,,
439,Intel Core i7-3970X,CPU,2012-11-01,32.0,150.0,435.0,2270.0,3500.0,Intel,Intel,,,
1313,Intel Xeon 3.6,CPU,2005-02-14,90.0,135.0,169.0,178.0,3600.0,Intel,Intel,,,
678,AMD Phenom II X3 740 BE,CPU,2009-09-01,45.0,95.0,258.0,758.0,3000.0,Unknown,AMD,,,
2351,ATI FireGL 8800,GPU,2001-08-14,150.0,,120.0,60.0,300.0,TSMC,ATI,,,
1657,AMD Athlon 64 X2 4600+,CPU,2006-05-23,90.0,89.0,156.0,154.0,2400.0,Unknown,AMD,,,
4228,AMD Radeon HD 6410D IGP,GPU,2011-06-20,32.0,65.0,227.0,1178.0,444.0,TSMC,AMD,,142.1,
4501,AMD Radeon HD 8210E,GPU,2013-04-23,28.0,9.0,110.0,1178.0,300.0,TSMC,AMD,,76.8,4.8
1988,Intel Core i7-930,CPU,2010-02-28,45.0,130.0,263.0,731.0,2800.0,Intel,Intel,,,
2404,NVIDIA GeForce 605 OEM,GPU,2012-04-02,40.0,25.0,79.0,292.0,523.0,TSMC,NVIDIA,,100.4,8.368
3563,NVIDIA GeForce GT 640 OEM,GPU,2012-04-24,28.0,50.0,118.0,1270.0,797.0,TSMC,NVIDIA,,612.1,25.5
4059,NVIDIA Quadro K500M,GPU,2012-06-01,28.0,35.0,118.0,1270.0,850.0,TSMC,NVIDIA,,326.4,13.6
1717,Intel Core i5-6600,CPU,2015-07-02,14.0,65.0,177.0,,3300.0,Intel,Intel,,,
4124,AMD Radeon Pro WX 4130 Mobile,GPU,2017-03-01,14.0,50.0,123.0,3000.0,1002.0,GF,AMD,1348.0,1348.0,84.24
2642,Intel HD Graphics P530,GPU,2015-09-01,14.0,15.0,123.0,,350.0,Intel,Intel,768.0,384.0,96.0
2510,NVIDIA GeForce 9800S,GPU,2008-07-15,65.0,75.0,240.0,505.0,600.0,TSMC,NVIDIA,,192.0,
194,Intel Core i7-9700K,CPU,2018-10-19,14.0,95.0,,,3600.0,Intel,Intel,,,
1474,AMD A6-9500,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3500.0,Unknown,AMD,,,
2015,Intel Atom E645CT,CPU,2010-11-22,45.0,4.0,26.0,47.0,1000.0,Intel,Intel,,,
1211,AMD A8-5500B,CPU,2012-10-02,32.0,65.0,246.0,1178.0,3200.0,Unknown,AMD,,,
2321,AMD Radeon HD 7510M,GPU,2012-01-07,40.0,11.0,104.0,716.0,450.0,TSMC,AMD,,360.0,
2569,NVIDIA GeForce GT 720M,GPU,2013-12-25,28.0,33.0,87.0,1020.0,719.0,TSMC,NVIDIA,,291.1,12.13
4073,AMD Radeon RX 550X 640SP,GPU,2018-04-11,14.0,60.0,123.0,3000.0,1019.0,GF,AMD,1371.0,1371.0,85.68
2574,NVIDIA Tesla K20m,GPU,2013-01-05,28.0,225.0,561.0,7080.0,706.0,TSMC,NVIDIA,,3524.0,1175.0
2110,AMD FX-8300,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3300.0,Unknown,AMD,,,
4447,AMD FirePro W4150M,GPU,NaT,28.0,,77.0,950.0,800.0,TSMC,AMD,,652.8,
1130,Intel Core i5-9500,CPU,2018-10-19,14.0,65.0,,,3000.0,Intel,Intel,,,
1461,Intel Celeron D 346,CPU,2004-10-01,90.0,73.0,109.0,125.0,3060.0,Intel,Intel,,,
276,AMD A6-3650,CPU,2011-06-30,32.0,100.0,228.0,1178.0,2600.0,Unknown,AMD,,,
4762,NVIDIA Tesla M4,GPU,2015-11-10,28.0,50.0,228.0,2940.0,872.0,TSMC,NVIDIA,,2195.0,68.61
2784,NVIDIA GeForce RTX 3070 Ti,GPU,2021-01-01,8.0,200.0,392.0,17400.0,1575.0,Samsung,NVIDIA,21750.0,21750.0,339.8
2316,AMD Radeon R7 240,GPU,2013-10-08,28.0,30.0,77.0,950.0,730.0,TSMC,AMD,,499.2,
1302,Intel Core i5-5200U,CPU,2015-03-01,14.0,15.0,,,2200.0,Intel,Intel,,,
4573,AMD Radeon R9 295X2,GPU,2014-04-29,28.0,500.0,438.0,6200.0,1018.0,TSMC,AMD,,5733.0,716.7
222,Intel Core i3-3110M,CPU,2012-06-01,22.0,35.0,118.0,,2400.0,Intel,Intel,,,
1842,AMD Sempron 2800+,CPU,2004-07-28,130.0,62.0,80.0,37.0,1992.0,Unknown,AMD,,,
1743,Intel Xeon E3-1225,CPU,2011-04-03,32.0,95.0,216.0,1160.0,3100.0,Intel,Intel,,,
573,AMD Opteron 842,CPU,2004-12-01,90.0,85.0,,106.0,1600.0,Unknown,AMD,,,
1236,Intel Pentium 4 HT 640,CPU,2005-02-20,90.0,84.0,109.0,169.0,3200.0,Intel,Intel,,,
3912,AMD Radeon R9 FURY,GPU,2015-07-10,28.0,275.0,596.0,8900.0,1000.0,TSMC,AMD,7168.0,7168.0,448.0
2004,AMD Athlon 64 2600+,CPU,2008-01-01,65.0,15.0,77.0,122.0,1600.0,Unknown,AMD,,,
1334,Intel Pentium G6951,CPU,2010-09-01,32.0,73.0,81.0,382.0,2800.0,Intel,Intel,,,
4423,NVIDIA GeForce 9400 GT PCI,GPU,2008-08-27,55.0,50.0,121.0,314.0,550.0,TSMC,NVIDIA,,44.8,
418,Intel Xeon E5-2609 v2,CPU,2013-09-01,22.0,80.0,160.0,1400.0,2500.0,Intel,Intel,,,
1833,Intel Xeon Gold 6354,CPU,2021-04-06,10.0,205.0,,,3000.0,Intel,Intel,,,
1104,AMD Ryzen 3 PRO 4350G,CPU,2020-07-21,7.0,65.0,,,3800.0,TSMC,AMD,,,
257,AMD Athlon II X2 250,CPU,2009-06-02,45.0,65.0,117.0,410.0,3000.0,Unknown,AMD,,,
295,Intel Pentium 4 1.9,CPU,2001-08-27,180.0,69.0,217.0,42.0,1900.0,Intel,Intel,,,
3163,NVIDIA GeForce GTX 780,GPU,2013-05-23,28.0,250.0,561.0,7080.0,863.0,TSMC,NVIDIA,,4156.0,173.2
386,AMD Sempron LE-1150,CPU,2007-08-01,65.0,45.0,,,2000.0,Unknown,AMD,,,
2937,ATI Mobility FireGL V5725,GPU,2009-01-01,55.0,,135.0,378.0,680.0,TSMC,ATI,,163.2,
3875,XGI Volari Duo V5 Ultra,GPU,2003-09-15,130.0,,,90.0,350.0,UMC,Other,,,
2138,Intel Core i5-3360M,CPU,2012-06-01,22.0,35.0,118.0,,2800.0,Intel,Intel,,,
4212,AMD Radeon R5 M240 Rebrand,GPU,2014-01-10,28.0,,77.0,950.0,650.0,TSMC,AMD,,537.6,33.6
1962,Intel Core i3-4370,CPU,2014-07-21,22.0,54.0,177.0,1400.0,3800.0,Intel,Intel,,,
4369,ATI Radeon Xpress 200M IGP,GPU,2005-01-01,130.0,,73.0,,336.0,Unknown,ATI,,,
4257,AMD Radeon 630 Mobile,GPU,2019-05-13,14.0,50.0,103.0,2200.0,1082.0,GF,AMD,1240.0,1240.0,77.5
1563,Intel Pentium 4 HT 630,CPU,2005-02-20,90.0,84.0,109.0,169.0,3000.0,Intel,Intel,,,
2377,ATI Mobility Radeon HD 5430,GPU,2010-01-07,40.0,7.0,59.0,292.0,500.0,TSMC,ATI,,80.0,
2019,Intel Pentium G620T,CPU,2011-05-22,32.0,35.0,131.0,504.0,2200.0,Intel,Intel,,,
712,AMD Athlon 64 3100+,CPU,2008-04-21,65.0,25.0,77.0,122.0,2000.0,Unknown,AMD,,,
3429,ATI Radeon 7500,GPU,2001-08-14,150.0,23.0,83.0,60.0,290.0,TSMC,ATI,,,
2407,AMD Radeon HD 6970M,GPU,2011-01-04,40.0,75.0,212.0,1700.0,680.0,TSMC,AMD,,1306.0,
2282,ATI Mobility Radeon HD 5450,GPU,2010-01-07,40.0,11.0,59.0,292.0,650.0,TSMC,ATI,,104.0,
4113,NVIDIA GeForce GT 750M Mac Edition,GPU,2013-11-08,28.0,50.0,118.0,1270.0,926.0,TSMC,NVIDIA,,711.2,29.63
1289,AMD Athlon II X4 630,CPU,2009-09-16,45.0,95.0,169.0,300.0,2800.0,Unknown,AMD,,,
449,AMD Turion 64 ML-40,CPU,2005-06-22,90.0,35.0,125.0,114.0,2200.0,Unknown,AMD,,,
3886,ATI Mobility Radeon X800 XT,GPU,2005-06-01,130.0,,289.0,160.0,480.0,TSMC,ATI,,,
2445,NVIDIA GeForce GTX 980 Mobile,GPU,2015-09-21,28.0,,398.0,5200.0,1064.0,TSMC,NVIDIA,,4358.0,136.2
958,AMD Ryzen 7 2700U,CPU,2017-10-26,14.0,15.0,246.0,,2200.0,GF,AMD,,,
1870,Intel Pentium Gold G5400,CPU,2018-04-02,14.0,51.0,,,3700.0,Intel,Intel,,,
654,Intel Core i7-11700K,CPU,2021-03-16,14.0,125.0,,,3600.0,Intel,Intel,,,
3656,NVIDIA Quadro4 500 Go GL,GPU,2002-04-23,150.0,,65.0,29.0,220.0,TSMC,NVIDIA,,,
2555,NVIDIA TITAN X Pascal,GPU,2016-08-02,16.0,250.0,471.0,11800.0,1417.0,TSMC,NVIDIA,171.5,10970.0,342.9
3944,NVIDIA GeForce FX Go5200 32M,GPU,2003-03-01,150.0,,124.0,45.0,200.0,TSMC,NVIDIA,,,
2610,NVIDIA GeForce GTX 460 v2,GPU,2011-09-24,40.0,160.0,332.0,1950.0,779.0,TSMC,NVIDIA,,1046.0,87.19
2633,ATI FireMV 2200,GPU,2006-01-01,110.0,15.0,74.0,107.0,324.0,TSMC,ATI,,,
411,Intel Core i3-2377M,CPU,2012-09-01,32.0,17.0,149.0,624.0,1500.0,Intel,Intel,,,
2080,Intel Core i5-3470,CPU,2012-06-01,22.0,77.0,8.0,,3200.0,Intel,Intel,,,
2264,ATI Radeon HD 2600 PRO,GPU,2007-06-28,65.0,35.0,153.0,390.0,600.0,TSMC,ATI,,144.0,
4202,NVIDIA GeForce GTX 560 Ti 448,GPU,2011-11-29,40.0,210.0,520.0,3000.0,732.0,TSMC,NVIDIA,,1312.0,164.0
4189,AMD FirePro W5100,GPU,2014-03-31,28.0,50.0,160.0,2080.0,930.0,TSMC,AMD,,1428.0,89.28
3515,NVIDIA GeForce 9650M GS,GPU,2008-03-13,80.0,29.0,169.0,289.0,625.0,TSMC,NVIDIA,,80.0,
3932,Intel HD Graphics 4400,GPU,2013-09-03,22.0,20.0,,,200.0,Intel,Intel,,304.0,76.0
3381,ATI Radeon 9700,GPU,2002-07-01,150.0,37.0,215.0,110.0,275.0,TSMC,ATI,,,
3392,AMD Radeon Pro WX 5100,GPU,2016-11-18,14.0,75.0,232.0,5700.0,713.0,GF,AMD,3892.0,3892.0,243.3
430,Intel Pentium 4 2.0,CPU,2001-01-01,130.0,110.0,146.0,55.0,2000.0,Intel,Intel,,,
2778,NVIDIA Tesla K40st,GPU,2013-11-22,28.0,245.0,561.0,7080.0,575.0,TSMC,NVIDIA,,3312.0,1104.0
1366,Intel Core i7-4550U,CPU,2013-06-04,22.0,15.0,118.0,1300.0,1500.0,Intel,Intel,,,
4657,NVIDIA GeForce GTS 240 OEM,GPU,2009-07-01,55.0,120.0,260.0,754.0,675.0,TSMC,NVIDIA,,362.9,
2710,AMD Radeon HD 6490M Mac Edition,GPU,2011-05-02,40.0,,67.0,370.0,750.0,TSMC,AMD,,240.0,
1176,AMD Opteron X2 885,CPU,2006-03-06,90.0,95.0,,233.0,2600.0,Unknown,AMD,,,
3168,ATI All-In-Wonder X800 XT,GPU,2004-09-21,130.0,,281.0,160.0,500.0,TSMC,ATI,,,
1476,AMD Ryzen 7 PRO 4750GE,CPU,2020-07-21,7.0,35.0,,,3100.0,TSMC,AMD,,,
3437,AMD Radeon R7 250,GPU,2013-10-08,28.0,55.0,123.0,1500.0,925.0,TSMC,AMD,,947.2,59.2
1849,Intel Core i5-580M,CPU,2010-09-26,32.0,35.0,81.0,382.0,2667.0,Intel,Intel,,,
102,Intel Pentium D 945,CPU,2006-07-23,65.0,95.0,140.0,376.0,3400.0,Intel,Intel,,,
4664,AMD Radeon HD 6520G IGP,GPU,2011-12-07,32.0,35.0,227.0,1178.0,400.0,TSMC,AMD,,256.0,
3922,ATI Radeon HD 4670 X2,GPU,2008-09-10,55.0,118.0,146.0,514.0,750.0,TSMC,ATI,,480.0,
1263,Intel Xeon 7120M,CPU,2006-08-27,65.0,95.0,435.0,1328.0,3000.0,Intel,Intel,,,
2893,NVIDIA GeForce 9500M G,GPU,2008-06-03,65.0,20.0,144.0,314.0,500.0,UMC,NVIDIA,,40.0,
4388,NVIDIA GeForce GTX 1650 TU116,GPU,2020-07-07,12.0,80.0,284.0,6600.0,1410.0,TSMC,NVIDIA,5699.0,2849.0,89.04
2295,NVIDIA Quadro FX 1500M,GPU,2006-04-18,90.0,45.0,196.0,278.0,375.0,TSMC,NVIDIA,,,
2910,NVIDIA Quadro K5200,GPU,2014-07-22,28.0,150.0,561.0,7080.0,667.0,TSMC,NVIDIA,,3553.0,1184.0
2655,NVIDIA Quadro FX 470,GPU,2007-09-12,65.0,38.0,144.0,314.0,580.0,Unknown,NVIDIA,,44.8,
4340,NVIDIA GeForce GTX 775M Mac Edition,GPU,2013-11-08,28.0,100.0,294.0,3540.0,797.0,TSMC,NVIDIA,,2142.0,89.26
3015,AMD FirePro S10000,GPU,2012-11-12,28.0,375.0,352.0,4313.0,825.0,TSMC,AMD,,3405.0,851.2
2823,ATI Radeon 9800 PRO,GPU,2003-10-01,150.0,47.0,218.0,117.0,380.0,TSMC,ATI,,,
1643,Intel Xeon MP 3.16,CPU,2005-03-29,90.0,135.0,,286.0,3167.0,Intel,Intel,,,
4378,AMD Radeon HD 7870 GHz Edition,GPU,2012-03-05,28.0,175.0,212.0,2800.0,1000.0,TSMC,AMD,,2560.0,160.0
3299,AMD FirePro M4150,GPU,2013-10-16,28.0,,77.0,950.0,715.0,TSMC,AMD,,549.1,34.32
1580,Intel Pentium 4 HT 3.2E,CPU,2004-02-01,90.0,115.0,109.0,125.0,3200.0,Intel,Intel,,,
4295,AMD Radeon HD 6350A,GPU,2011-04-07,40.0,25.0,59.0,292.0,650.0,TSMC,AMD,,104.0,
4633,AMD Radeon RX Vega 10 Mobile,GPU,2017-10-26,14.0,10.0,210.0,4940.0,300.0,GF,AMD,3331.0,1665.0,104.1
1356,AMD Athlon 64 3000+,CPU,2001-01-01,90.0,51.0,84.0,69.0,2000.0,Unknown,AMD,,,
3221,NVIDIA GeForce RTX 2080 Ti,GPU,2018-09-20,12.0,250.0,754.0,18600.0,1350.0,TSMC,NVIDIA,26900.0,13450.0,420.2
4798,NVIDIA Quadro T400 Mobile,GPU,NaT,12.0,18.0,200.0,4700.0,420.0,TSMC,NVIDIA,5107.0,2554.0,79.8
2222,Intel HD Graphics 3000,GPU,2011-02-01,32.0,,216.0,1160.0,850.0,Intel,Intel,,259.2,
1831,AMD A6-4400M,CPU,2012-05-15,32.0,35.0,246.0,1178.0,2700.0,Unknown,AMD,,,
396,AMD A4-1350,CPU,2013-10-18,32.0,8.0,246.0,1178.0,1000.0,Unknown,AMD,,,
4184,ATI Radeon IGP 320M,GPU,2002-10-05,180.0,,73.0,30.0,160.0,Unknown,ATI,,,
1064,Intel Core i7-940,CPU,2008-11-17,45.0,130.0,263.0,731.0,2933.0,Intel,Intel,,,
2245,ATI Radeon 7000,GPU,2001-02-19,180.0,23.0,80.0,30.0,183.0,TSMC,ATI,,,
4832,NVIDIA GeForce GTS 160M,GPU,2009-03-03,65.0,60.0,240.0,505.0,600.0,TSMC,NVIDIA,,192.0,
818,Intel Core i5-1035G4,CPU,2019-08-01,10.0,25.0,,,1100.0,Intel,Intel,,,
1902,Intel Celeron G3930,CPU,2017-01-03,14.0,51.0,,,2900.0,Intel,Intel,,,
1552,AMD Athlon 64 X2 4800+,CPU,2006-05-23,90.0,89.0,220.0,154.0,2400.0,Unknown,AMD,,,
4074,NVIDIA GeForce 6150 SE + nForce 430,GPU,2004-10-11,90.0,,,,425.0,Unknown,NVIDIA,,,
816,AMD Ryzen Threadripper 1950,CPU,2017-07-29,14.0,180.0,213.0,9600.0,3200.0,GF,AMD,,,
1572,Intel Core Duo T2700,CPU,2006-06-28,65.0,31.0,90.0,151.0,2333.0,Intel,Intel,,,
2817,NVIDIA GeForce FX Go5200,GPU,2003-03-01,150.0,,91.0,45.0,200.0,TSMC,NVIDIA,,,
4165,NVIDIA GeForce GT 650M,GPU,2012-03-22,28.0,45.0,118.0,1270.0,835.0,TSMC,NVIDIA,,729.6,30.4
381,Intel Pentium G850,CPU,2011-05-22,32.0,65.0,131.0,504.0,2900.0,Intel,Intel,,,
3628,ATI FireGL V8650,GPU,2007-05-14,80.0,,420.0,720.0,688.0,TSMC,ATI,,440.3,
2181,Intel Xeon Platinum 8376H,CPU,2021-04-06,14.0,205.0,,,2600.0,Intel,Intel,,,
3328,Sony Playstation 2 GPU 65nm,GPU,2007-07-01,65.0,45.0,86.0,54.0,147.0,Sony,Other,,,
2197,NVIDIA GeForce 7100 GS,GPU,2006-08-08,110.0,,110.0,75.0,350.0,TSMC,NVIDIA,,,
4133,ATI Radeon 3100 IGP,GPU,2008-03-04,65.0,,85.0,180.0,350.0,Unknown,ATI,,28.0,
2218,ATI Xbox 360 GPU 80nm,GPU,2007-10-27,80.0,175.0,181.0,232.0,500.0,TSMC,ATI,,240.0,
864,AMD Opteron 148,CPU,2004-05-18,130.0,89.0,193.0,106.0,2200.0,Unknown,AMD,,,
4624,NVIDIA GeForce GTX 580M,GPU,2011-06-28,40.0,100.0,332.0,1950.0,620.0,TSMC,NVIDIA,,952.3,79.36
3008,NVIDIA GeForce 7300 SE,GPU,2006-03-22,90.0,,81.0,112.0,450.0,TSMC,NVIDIA,,,
554,Intel Pentium G3460,CPU,2014-07-21,22.0,54.0,177.0,1400.0,3500.0,Intel,Intel,,,
1159,AMD Opteron 146,CPU,2005-08-02,90.0,67.0,,106.0,2000.0,Unknown,AMD,,,
1213,AMD Mobile Athlon 64 2800+,CPU,2004-08-01,130.0,35.0,193.0,106.0,1800.0,Unknown,AMD,,,
3700,NVIDIA Quadro GP100,GPU,2016-10-01,16.0,235.0,610.0,15300.0,1304.0,TSMC,NVIDIA,20670.0,10340.0,5168.0
3285,ATI Mobility Radeon HD 2600 XT Mac Edition,GPU,2007-07-26,65.0,,153.0,390.0,600.0,TSMC,ATI,,144.0,
48,AMD Ryzen 5 1400,CPU,2017-04-11,14.0,65.0,192.0,4800.0,3200.0,GF,AMD,,,
2252,NVIDIA Tesla V100S PCIe 32 GB,GPU,2019-11-26,12.0,250.0,815.0,21100.0,1245.0,TSMC,NVIDIA,32710.0,16350.000000000002,8177.0
3372,AMD Radeon RX Vega 56 Mobile,GPU,2018-06-01,14.0,120.0,495.0,12500.0,1138.0,GF,AMD,18650.0,9326.0,582.8
652,AMD Ryzen 5 PRO 1500,CPU,2017-06-29,14.0,65.0,192.0,4800.0,3500.0,GF,AMD,,,
3000,AMD Radeon RX 460 1024SP,GPU,2017-01-17,14.0,75.0,123.0,3000.0,1090.0,GF,AMD,2458.0,2458.0,153.6
748,Intel Core i5-2557M,CPU,2011-06-01,32.0,17.0,149.0,624.0,1700.0,Intel,Intel,,,
1455,Intel Xeon W3570,CPU,2009-03-30,45.0,130.0,263.0,731.0,3200.0,Intel,Intel,,,
4063,AMD Radeon HD 7770M,GPU,2012-04-24,28.0,32.0,123.0,1500.0,675.0,TSMC,AMD,,691.2,43.2
2759,AMD Radeon R7 M265DX,GPU,2014-01-07,28.0,,56.0,690.0,780.0,TSMC,AMD,,547.2,34.2
3011,NVIDIA Quadro4 750 XGL,GPU,2002-02-19,150.0,,142.0,63.0,275.0,TSMC,NVIDIA,,,
866,Intel Xeon MP 2.83,CPU,2005-03-29,90.0,135.0,,,2833.0,Intel,Intel,,,
752,AMD A10-9700,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3500.0,Unknown,AMD,,,
1644,Intel Core 2 Duo E7500,CPU,2009-01-10,45.0,65.0,82.0,228.0,2933.0,Intel,Intel,,,
92,Intel Xeon MP 3.50,CPU,2005-03-29,90.0,135.0,,,3500.0,Intel,Intel,,,
2686,NVIDIA Quadro RTX 6000 Passive,GPU,2018-08-13,12.0,260.0,754.0,18600.0,1305.0,TSMC,NVIDIA,28750.0,14380.0,449.3
3198,AMD Radeon Instinct MI6,GPU,2016-12-12,14.0,150.0,232.0,5700.0,1120.0,GF,AMD,5682.0,5682.0,355.1
3646,AMD Radeon HD 6470M,GPU,2011-01-04,40.0,25.0,67.0,370.0,700.0,TSMC,AMD,,224.0,
2499,AMD Radeon E9171 MCM,GPU,2017-10-03,14.0,40.0,103.0,2200.0,1124.0,GF,AMD,1248.0,1248.0,78.02
1490,Intel Core i5-3570S,CPU,2012-06-01,22.0,65.0,133.0,,3100.0,Intel,Intel,,,
3238,AMD Radeon RX 5600 XT,GPU,2020-01-21,7.0,150.0,251.0,10300.0,1130.0,TSMC,AMD,14380.0,7188.0,449.3
4561,ATI Radeon HD 5850,GPU,2009-09-30,40.0,151.0,334.0,2154.0,725.0,TSMC,ATI,,2088.0,417.6
729,Intel Core i5-10400,CPU,2020-04-30,14.0,65.0,,,2900.0,Intel,Intel,,,
2586,AMD Radeon RX 460 Mobile,GPU,2016-08-08,14.0,55.0,123.0,3000.0,1000.0,GF,AMD,2115.0,2115.0,132.2
2354,AMD Radeon HD 7570M,GPU,2012-01-07,40.0,13.0,104.0,716.0,500.0,TSMC,AMD,,480.0,
2133,Intel Xeon E5606,CPU,2011-02-14,32.0,80.0,239.0,1170.0,2133.0,Intel,Intel,,,
1745,Intel Core i5-3470T,CPU,2012-06-01,22.0,35.0,6.0,,2900.0,Intel,Intel,,,
2367,NVIDIA GeForce 7000M + nForce 610M,GPU,2006-02-01,90.0,,81.0,112.0,350.0,Unknown,NVIDIA,,,
4767,NVIDIA GeForce GTX 1650 Ti Max-Q,GPU,2020-04-02,12.0,50.0,200.0,4700.0,1035.0,TSMC,NVIDIA,4915.0,2458.0,76.8
3316,NVIDIA Quadro FX 4500 SDI,GPU,2006-01-30,110.0,116.0,333.0,302.0,430.0,TSMC,NVIDIA,,,
1110,AMD Athlon 64 X2 4200+,CPU,2006-05-23,90.0,89.0,156.0,154.0,2200.0,Unknown,AMD,,,
3173,NVIDIA GeForce 940MX,GPU,2016-01-01,28.0,23.0,,,954.0,TSMC,NVIDIA,,762.6,23.83
4344,NVIDIA Tesla V100 PCIe 16 GB,GPU,2017-06-21,12.0,300.0,815.0,21100.0,1245.0,TSMC,NVIDIA,28260.0,14130.0,7066.0
3998,Intel Iris Plus Graphics G7,GPU,2020-05-04,10.0,15.0,,,300.0,Intel,Intel,2150.0,1075.0,268.8
346,Intel Core i7-3635QM,CPU,2012-09-01,22.0,45.0,160.0,1480.0,2400.0,Intel,Intel,,,
1185,AMD Opteron 142,CPU,2004-05-18,130.0,82.0,193.0,106.0,1600.0,Unknown,AMD,,,
3805,ATI Radeon X1950 GT,GPU,2007-01-29,80.0,57.0,230.0,330.0,500.0,TSMC,ATI,,,
1515,AMD Phenom II X6 1045T,CPU,2010-09-01,45.0,95.0,346.0,904.0,2700.0,Unknown,AMD,,,
4537,ATI Radeon X1700 SE,GPU,2007-11-30,80.0,50.0,230.0,330.0,500.0,TSMC,ATI,,,
